# Boundaries in (a,e) plane of Jupiter's 4:3 interior MMR
#
# e_res, psi, a_res, a_min, amax, CJ
0.99877	91.08	0.82686	0.81492	0.83898	1.300
0.99453	91.14	0.82691	0.81425	0.83971	1.400
0.98719	91.19	0.82697	0.81331	0.84078	1.500
0.97670	91.28	0.82704	0.81199	0.84229	1.600
0.96296	91.35	0.82714	0.81347	0.84210	1.700
0.94580	91.47	0.82728	0.81539	0.84039	1.800
0.92505	91.65	0.82746	0.81730	0.83834	1.900
0.90044	91.80	0.82772	0.81893	0.83705	2.000
0.87162	92.05	0.82814	0.82201	0.83485	2.100
0.83810	92.49	0.82890	0.82392	0.83372	2.200
0.79904	93.45	0.83079	0.82709	0.83725	2.300
0.78832	94.10	0.83193	0.83160	0.83226	2.3246

# Lindblad branch centered about \psi=90
0.49072	88.11	0.81940	0.81872	0.82005	2.7977
0.43419	89.19	0.82153	0.81848	0.82482	2.850
0.37091	89.69	0.82247	0.81691	0.82827	2.900
0.34182	89.78	0.82270	0.81621	0.82947	2.920
0.30968	89.89	0.82286	0.81415	0.83181	2.940
0.27341	89.91	0.82293	0.81249	0.83360	2.960
0.23111	89.88	0.82286	0.81170	0.83450	2.980
0.20660	89.83	0.82275	0.81109	0.83494	2.990
0.17872	89.67	0.82251	0.81080	0.83495	3.000
0.14574	89.42	0.82203	0.81012	0.83456	3.010
0.11773	89.04	0.82132	0.80963	0.83357	3.017
0.10382	88.76	0.82079	0.80895	0.83305	3.020
0.09370	88.50	0.82029	0.80827	0.83248	3.022
0.07713	87.88	0.81914	0.80701	0.83022	3.025
0.06526	87.23	0.81790	0.80583	0.82875	3.027
0.04776	85.59	0.81476	0.80458	0.82068	3.030
0.03835	83.94	0.81156	0.80267	0.81536	3.032
0.02956	80.87	0.80558	0.80026	0.80786	3.035
0.02657	78.70	0.80127	0.79983	0.80204	3.037
0.02487	75.49	0.79474	0.79142	0.79617	3.040
0.02522	73.40	0.79042	0.78578	0.79190	3.042
0.02815	70.34	0.78396	0.77953	0.78564	3.045
0.03276	68.30	0.77953	0.77182	0.78164	3.047
0.03688	67.13	0.77712	0.76953	0.77910	3.048
0.04480	65.76	0.77416	0.77055	0.77561	3.049
0.05106	65.06	0.77264	0.77182	0.77324	3.0493
0.05375	64.80	0.77211	0.77197	0.77222	3.04934

# high ecc zone II centered about \psi=45
0.92111	44.78	0.82850	0.82810	0.82893	1.9324
0.89948	45.10	0.82738	0.82544	0.82862	2.000
0.86748	45.30	0.82644	0.81845	0.83276	2.100
0.83191	45.50	0.82586	0.81771	0.83417	2.200
0.79186	45.65	0.82547	0.81718	0.83413	2.300
0.74622	45.75	0.82519	0.81428	0.83620	2.400
0.69438	45.85	0.82500	0.81081	0.83906	2.500
0.63422	46.00	0.82489	0.80869	0.84211	2.600
0.56267	46.10	0.82487	0.81199	0.83856	2.700
0.47478	46.25	0.82498	0.81948	0.83049	2.800
0.39295	46.50	0.82529	0.82469	0.82582	2.87415

# libration island centered near \psi=135
0.91975	133.40	0.81842	0.81839	0.81846	1.9324
0.90218	134.05	0.82107	0.82007	0.82557	2.000
0.87289	134.57	0.82323	0.81689	0.82930	2.100
0.83944	134.90	0.82458	0.81670	0.83364	2.200
0.80078	135.15	0.82552	0.81648	0.83392	2.300
0.75624	135.35	0.82621	0.81444	0.83747	2.400
0.70469	135.50	0.82676	0.81155	0.84127	2.500
0.64440	135.75	0.82721	0.81036	0.84471	2.600
0.57266	135.78	0.82759	0.81408	0.84184	2.700

