# Boundaries in (a,e) plane of Jupiter's 3:2 interior MMR
# high-ecc zone II, centered about psi=60 
#
# e_res, psi, a_res, a_min, amax, CJ
0.99871	60.42	0.76311	0.74947	0.77706	1.40
0.98623	60.45	0.76306	0.74760	0.77876	1.60
0.96003	60.50	0.76301	0.74558	0.78109	1.80
0.91893	60.53	0.76298	0.74200	0.78452	2.00
0.86080	60.60	0.76297	0.74461	0.78153	2.20
0.82425	60.63	0.76298	0.74680	0.77945	2.30
0.73248	60.75	0.76304	0.74968	0.77701	2.50
0.60605	60.82	0.76322	0.75317	0.77354	2.70
0.52221	60.92	0.76347	0.75530	0.76961	2.80
0.45445	61.10	0.76385	0.76269	0.76500	2.866
0.45354	61.12	0.76385	0.76385	0.76386	2.8668
